#,Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
1537,Alalaa Company Ltd.,شركة العلاء المحدودة,Makkah,10013052,1-Star,Active,302535
1538,lubaba,وكالة لبابه عبدالله بن ملك عبدالحق امير بخش لتنظيم الرحلات,Makkah,10013049,Unclassified/Other,Active,302595
1539,NASSER MARZOUQ ALHARBI Hotel For Hotel Services,فندق ناصر مرزوق الحربي للخدمات الفندقيه,Makkah,10013046,1-Star,Active,302515
1540,Baraka Al-Hajla Hotel Foundation,مؤسسة فندق بركة الهجلة الفندقية,Makkah,10013094,1-Star,Active,302695
1541,Nifrance Establishment,مؤسسة نفرانس,Makkah,10013113,1-Star,Active,302716
1542,Mabiet Taybah Serviced,شقق مبيت طيبة المخدومة,Madina,10010657,2-Star,Active,269058
1543,Dar Almotakamila For Tourist Hospitality,شركة دار المتكاملة للضيافة السياحي,Makkah,10010658,1-Star,Active,269142
1544,G S A Establishment,مؤسسة غزيل سلمان الدعجاني,Makkah,10011546,Unclassified/Other,Active,294556
1545,ABDULELAH DHAIFALLAH ALSUBHI Establishment,مؤسسة عبدالاله ضيف  الله الصبحى,Makkah,10011544,Unclassified/Other,Active,292175
1546,Trust Makan Company,شركة تراست مكان,Makkah,10011542,1-Star,Active,291959
1547,Homes and Business Real Estate Development and Inv,مؤسسة منازل واعمال للتطوير والاستثمار العقاري,Makkah,10011541,Unclassified/Other,Active,292183
1548,Dhaif AlMashair Hotel For Hotel Apartments,فندق ضيف المشاعر للشقق الفندقية,Makkah,10011540,Unclassified/Other,Active,292277
1549,almaqam alraqi almasi Establishment,مؤسسة المقام الراقي الماسي,Makkah,10011539,Unclassified/Other,Active,292177
1550,almaqam alraqi almasi Establishment,مؤسسة المقام الراقي الماسي,Makkah,10011538,Unclassified/Other,Active,293296
1551,Awqaf Warbita Alnizam Haidarabad Endowment,أوقاف واربطة النظام حيدر آباد الوقفية,Makkah,10011537,Unclassified/Other,Active,292580
1552,World of Life Hotel Operation Company (one person),شركة عالم الحياة لتشغيل الفنادق شخص واحد,Makkah,10012270,Unclassified/Other,Active,297155
1553,masakin alanwar aldhahabiya Company Ltd,شركة مساكن الانوار الذهبية المحدودة,Makkah,10012269,Unclassified/Other,Active,296715
1554,tharawat almashair Company For Tourism,شركة ثروات المشاعر للسياحة,Makkah,10012268,Unclassified/Other,Active,296636
1555,Raneem AlMashair Company For Contracting,شركة رنيم المشاعر للمقاولات,Makkah,10012267,Unclassified/Other,Active,297215
1556,Company muhal alizz,شركة مدهال العز,Makkah,10012266,1-Star,Active,298335
1557,GHALBAA MOHAMMED A ALQAHTANI Commercial,مؤسسة غلباء محمد عائض القحطاني التجارية,Makkah,10012265,Unclassified/Other,Active,297675
1558,Atyaf Almasi Establishment Hotel,مؤسسة اطياف الماسي الفندقية,Madina,10012264,Code 27,Active,297555
1559,arafat aldhahabiya Company - balila,شركة عرفات الذهبية,Makkah,10012263,Unclassified/Other,Active,296475
1560,ZAHIR ALHAQ ABU ALKHAIR ABDULSHAKOUR Establishment,مؤسسة سعديه بنت ظهيرالحق بن أبوالخير عبدالشكور للنزل السياحيه,Makkah,10012662,Unclassified/Other,Active,300282
1561,Al Asalah Al Masi Establishment For Tourist,مؤسسة الأصالة الماسي للايواء السياحي,Makkah,10012661,Unclassified/Other,Active,300315
1562,Rashad Muhammad Abdul Rahman Naqib Foundation,مؤسسة رشاد محمد عبدالرحمن نقيب التجارية,Makkah,10011887,Unclassified/Other,Active,300366
1563,Zahra Wahid Hotel,فندق زهره واحد,Madina,10011886,1-Star,Active,296122
1564,diyaft salih Establishment For Furnished Apartment,مؤسسة ضيافة صالح للوحدات السكنية المفروشة,Makkah,10011885,Unclassified/Other,Active,293515
1565,AIMAN HASAN ZAMIL Establishment,مؤسسة ايمن حسن زامل,Makkah,10011884,Unclassified/Other,Active,298495
1566,Zad AlMashair Establishment To operate hotels,مؤسسة زاد المشاعر لتشغيل الفنادق,Makkah,10011883,1-Star,Active,295035
1567,hudu alhijaz Hotel,فندق هدوء الحجاز,Makkah,10011882,Unclassified/Other,Active,293793
1568,ABDULAZIZ SUHAIL ALGHAMDI Company,شركة عبدالعزيز سهيل الغامدي,Makkah,10011881,Unclassified/Other,Active,294756
1569,Mehad Al MAdina Plus,فندق مهاد المدينة بلس الفندقية,Madina,10011880,1-Star,Active,293477
1570,KHALED MAHMOUD S QATTAN Establishment,مؤسسة خالد محمود صالح قطان,Makkah,10011879,Unclassified/Other,Active,294327
1571,FAHAD EID ALJOHANI Establishment,مؤسسة فهد بن عيد الجهنى,Makkah,10011878,Unclassified/Other,Active,294117
1572,HAYAH ALEIMAN HOTEL,شركة حياة الايمان للتشغيل والصيانة,Makkah,10013015,1-Star,Active,302195
1573,manazil althiqah Hotel,فندق منازل الثقة,Makkah,10013012,Code 27,Active,302456
1574,almasat almashair Company To operate hotels,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10013011,1-Star,Active,302076
1575,Ruya Alandalus Company,شركة رؤيا الأندلس,Madina,10013009,1-Star,Active,302095
1576,almasat almashair Company To operate hotels,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10013008,1-Star,Active,302115
1577,almasat almashair Company To operate hotels,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10013007,1-Star,Active,302116
1578,abna omar said abood bafel Company Ltd.,شركة أبناء عمر سعيد عبود بافيل المحدودة,Makkah,10011536,Unclassified/Other,Active,293581
1579,Homes and Business Real Estate Development and Inv,مؤسسة منازل واعمال للتطوير والاستثمار العقاري,Makkah,10011535,Unclassified/Other,Active,291979
1580,SULAIMAN JAMEEL A ZAKARIYA Establishment For Touri,مؤسسة سليمان بن جميل بن عبدالكريم زكريا للنزل السياحية,Makkah,10011534,Unclassified/Other,Active,294415
1581,Sama Alshaair Company To operate hotels,شركة سما الشعائر لتشغيل الفنادق,Makkah,10011533,Unclassified/Other,Active,291675
1582,Sama Maysan General Contracting Establishment,مؤسسة سما ميسان للمقاولات العامة,Makkah,10011532,Unclassified/Other,Active,291680
1583,al Arab al Haditha Establishment For Real Estate,مؤسسة العرب الحديثه للعقارات,Makkah,10011531,Unclassified/Other,Active,291858
1584,Establishment Real Estate,مؤسسة نوره سعد بن دخيل الله القرشى العقارية,Makkah,10011963,Unclassified/Other,Active,294358
1585,HANI MOHMMED ALAKASI Establishment Commercial,مؤسسة هاني محمد العكاسي التجارية,Makkah,10012375,Unclassified/Other,Active,299246
1586,HAMAD ABDULRAHMAN H ALMIHYANI Est Commercial,مؤسسة حمد عبدالرحمن بن حمد المحياني التجارية,Makkah,10012374,Unclassified/Other,Active,299345
1587,wahat aliqama Apartments,شقق واحة الإقامة,Makkah,10012813,Unclassified/Other,Active,300426
1588,Diyar Al Taqwa Company,شركة ديار التقوى لتشغيل الفنادق  ذات مسئولية محدودة,Makkah,10012811,Unclassified/Other,Active,300418
1589,ABDULSHAKUR MOHAMMEDNAYAZ NIYAZI Hostel,نزل عبدالشكور بن محمدنياز نيازي,Makkah,10012810,Unclassified/Other,Active,300414
1590,KHALED MUBARAK S BAJAIFAR Establishment Commercial,مؤسسة خالد مبارك سلوم باجعيفر التجارية,Makkah,10012775,Unclassified/Other,Active,300498
1591,knt almuttahida Company Real Estate,شركة كنت المتحدة العقارية,Makkah,10012774,Unclassified/Other,Active,300438
1592,sumu alfalih Establishment Real Estate,مؤسسة سمو الفالح العقارية,Makkah,10012773,Unclassified/Other,Active,300456
1593,shal albarakah Hostel,نزل شال البركة,Makkah,10012772,Unclassified/Other,Active,302255
1594,diyar alwaad Hostel For tourist lodges,نزل ديار الوعد للنزل السياحيه,Makkah,10012771,Unclassified/Other,Active,300425
1595,almasat almashair Company To operate hotels,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10012770,Unclassified/Other,Active,300478
1596,KHALID ABDULHAFIZ A FEDA Hostel Tour Accommodation,نزل خالد بن عبدالحفيظ بن عبدالفتاح فدا للايواء السياحي,Makkah,10011800,Unclassified/Other,Active,298435
1597,IBRAHIM ALI ALAQIL Company Commercial,شركة ابراهيم بن علي العقل التجارية,Makkah,10011798,Unclassified/Other,Active,293482
1598,TOURKY ALOURASHY,مؤسسة تركي بن هزاع بن سعيد القرشى للعقارات,Makkah,10011797,Unclassified/Other,Active,293486
1599,ABDULAZIZ SUHAIL ALGHAMDI Company,شركة عبدالعزيز سهيل الغامدي,Makkah,10011796,Unclassified/Other,Active,295079
1600,Hani Hamed Mohamed Sanki Trading Establishment,مؤسسة هاني حامد محمد سنكى التجارية,Makkah,10011877,Unclassified/Other,Active,294815
1601,Funduq Manazil AlFath Group Hotel,مجموعة فندق منازل الفتح الفندقية,Makkah,10011876,Unclassified/Other,Active,293919
1602,ABDULELAH ALI ALHAZMI Establishment Commercial,مؤسسة عبدالاله بن علي الحازمي التجارية,Makkah,10011875,Unclassified/Other,Active,293719
1603,Sarah Mohammed Bin Hussein Al-Saadi Foundation for,مؤسسة ساره محمد بن حسين السعدي للخدمات الطلابية,Makkah,10011874,Unclassified/Other,Active,293595
1604,alqimma aldhahabiya alealamia Company Ltd.,شركة القمة الذهبية العالمية المحدودة,Makkah,10011873,Unclassified/Other,Active,293816
1605,layma almasi Establishment,مؤسسة ليمة الماسي,Makkah,10011966,Unclassified/Other,Active,294235
1606,AHMED HASSAN AL ZAHRANI Establishment Commercial,مؤسسة احمد حسن الزهراني التجارية,Makkah,10011965,Unclassified/Other,Active,293777
1607,hudu alhijaz Hotel,فندق هدوء الحجاز,Makkah,10011964,Unclassified/Other,Active,293964
1608,Zad almosafer alrawda,نزل نواف عبدالعزيز بن عبدالله العيسى,Makkah,10012938,1-Star,Active,301199
1609,four seasons central laundry,مغاسل الفصول الأربعة المركزية لغسيل الملابس,Makkah,10012937,Unclassified/Other,Active,301455
1610,Zad almosafer alrawda,نزل نواف عبدالعزيز بن عبدالله العيسى,Makkah,10012936,1-Star,Active,301226
1611,Mishal bin Hasan bin Abdullah Al Zayd Al Sharif ch,وقف مشعل بن حسن بن عبدالله آل زيد الشريف الوقفية,Makkah,10012934,Unclassified/Other,Active,302415
1612,Sharif Mansour Endowment Inn,نزل أوقاف الشريف منصور بن صالح بن محمد أبو رياش للضيافة السياحي,Makkah,10012930,Unclassified/Other,Active,301315
1613,almas agha waqf,وقف الماس اغا,Makkah,10012929,Unclassified/Other,Active,301224
1614,Mushtaq Al Madinah Tourist Hostel,نزل مشتاق المدينة للنزل السياحية,Madina,10010876,Unclassified/Other,Active,271896
1615,Qadat Aldiyafat Company for Hotel Services,شركة قادة الضيافة للخدمات الفندقية,Madina,10010874,1-Star,Active,271855
1616,Nour Al Salam Hotel,شركة نور السلام المتحدة التجارية,Makkah,10010944,1-Star,Active,287878
1617,AFAQ SILA,شركة آفاق سيله للتشغيل والصيانة ,Madina,10010942,1-Star,Active,289875
1618,Awad Ayed AlMalki Foundation,مؤسسة عوض عائض المالكي,Makkah,10011013,1-Star,Active,288576
1619,Makarem Burj Al Madinah Hotel,فندق مكارم برج المدينة الفندقية,Madina,10011012,Unclassified/Other,Active,289455
1620,Subl AlMunawara Hotel Company,شركة سبل المنورة الفندقية,Madina,10011011,Unclassified/Other,Active,289856
1621,Dal Establishment For Trading,مؤسسة دال للتجارة,Makkah,10011520,Unclassified/Other,Active,291715
1622,Almasa International Travel and Tourism Company,شركة الماسة العالمية للسفر و السياحة,Makkah,10011519,1-Star,Active,291555
1623,Ahda alamakin Establishment For furnished apartmen,مؤسسة أهدى الأماكن للشقق المفروشة,Makkah,10011518,Unclassified/Other,Active,291976
1624,anwar alhamidiyah almuwaqat Hostel,نزل أنوار الحميدية المؤقت,Makkah,10011809,Unclassified/Other,Active,293437
1625,alBuhayrat alDawliyah  For  Contracting,مؤسسة البحيرات الدولية للمقاولات العامة,Makkah,10011808,Unclassified/Other,Active,293979
1626,HOSTEL ATIF,شركة عاطف عبدالقادر عبدالله عبدالقادر للتطوير والاستثمار العقاري شخص واحد,Makkah,10011807,Unclassified/Other,Active,293416
1627,Ghayth almashaaer Hotel Hotel,فندق غيث المشاعر الفندقية,Makkah,10011806,Unclassified/Other,Active,293508
1628,Abdulaziz Mohammed Al-Aliq Trading Establishment,مؤسسة عبدالعزيز محمد العليق التجارية,Makkah,10011805,Unclassified/Other,Active,293484
1629,masakin alanwar aldhahabiya Company Ltd.,شركة مساكن الانوار الذهبية المحدودة,Makkah,10011804,Unclassified/Other,Active,293216
1630,tharawat almashair Company For Tourism,شركة ثروات المشاعر للسياحة,Makkah,10011803,Unclassified/Other,Active,293359
1631,Company Smart Warrior,شركة سمارت واريور,Makkah,10011802,Unclassified/Other,Active,293335
1632,MOHAMMAD HEMDI ALQURASHI Hostel For tourist lodges,نزل محمد حمدي القرشي للنزل السياحيه,Makkah,10011801,Unclassified/Other,Active,293975
1633,EBRAHEM SAUD ALHALAF Hostel,نزل ابراهيم سعود الحلاف,Makkah,10012769,Unclassified/Other,Active,300515
1634,National Company for Umrah Services,الشركة الوطنية لخدمات المعتمرين,Makkah,10010681,1-Star,Active,271715
1635,Jawad Al Haram Hotel,فندق جواد الحرم الفندقية,Makkah,10010916,1-Star,Active,287958
1636,Samama Ajyad Hotel Services Company is a one-perso,شركة سمامة أجياد للخدمات الفندقية شركة شخص واحد,Makkah,10010915,1-Star,Active,289355
1637,ELAF ALKHAIR HOTEL,شركة فندق ايلاف الخير الفندقية,Makkah,10010914,1-Star,Active,287555
1638,Company almudiyat almasia Limited,شركة المضيئة الماسية المحدودة,Makkah,10010938,1-Star,Active,287976
1639,Taif Ltd Company,شركة طيف المحدودة,Makkah,10010972,1-Star,Active,288355
1640,Ishraq Almadain Almukhtalif For Tourist Hostel,نزل اشراق المدائن المختلف للنزل السياحية,Madina,10010971,Unclassified/Other,Active,288275
1641,Mkarem Rose Hotel,فندق مكارم روز,Makkah,10011076,1-Star,Active,289555
1642,Fajr AlRisalah Hotel,مؤسسة فندق فجر الرسالة الفندقية,Makkah,10011112,1-Star,Active,290317
1643,Lamar Al Salam Group For Hotel Apartments,مجموعة لمار السلام للشقق الفندقية,Makkah,10011872,Unclassified/Other,Active,294975
1644,Manzil AlFalak Hotel  Catering Solutions Company,شركة مانزيل ألفلاك هوتيل كاتيرينج سولوشنز,Makkah,10011924,1-Star,Active,294263
1645,ABDULKARIM SAEED ALZAHRANI Establishment,مؤسسة عبدالكريم سعيد الزهراني,Makkah,10011923,Unclassified/Other,Active,293785
1646,Rashad Muhammad Abdul Rahman Naqib Foundation,مؤسسة رشاد محمد عبدالرحمن نقيب التجارية,Makkah,10011922,Unclassified/Other,Active,299752
1647,Al Ahood Al Zahira Establishment Commercial,مؤسسة العهود الزاهرة التجارية,Makkah,10011920,Unclassified/Other,Active,294755
1648,skab alasil Company,شركة سكب الاصيل,Makkah,10011918,1-Star,Active,297717
1649,RAYAN RAJEH ALKABKABI Hostel,نزل ريان راجح الكبكبي للايواء السياحي,Makkah,10011917,Unclassified/Other,Active,293960
1650,funduq arkan albayt jarwal Company Hotel,شركة فندق اركان البيت جرول الفندقية,Makkah,10011916,Unclassified/Other,Active,293836
1651,jawharat aljawar Company Ltd.,شركة جوهرة الجوار المحدودة,Makkah,10011914,Unclassified/Other,Active,293922
1652,tharwat albayt Company To operate hotels,شركة ثروات البيت لتشغيل الفنادق,Makkah,10011913,Unclassified/Other,Active,294998
1653,ABDULAZIZ SUHAIL ALGHAMDI Company,شركة عبدالعزيز سهيل الغامدي,Makkah,10011912,Unclassified/Other,Active,293790
1654,Moro International Apartments and Hotels Company,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10011036,1-Star,Active,289958
1655,Waqf Ebrahim Halawani Alhindi,وقف إبراهيم حلواني بن منشي امير علي حلواني الهندي,Makkah,10011516,Unclassified/Other,Active,292260
1656,Taif Company Limited,شركة طيف المحدودة,Makkah,10011515,1-Star,Active,291616
1657,Maqam Al Riyada Company,شركة مقام الريادة,Makkah,10011514,Unclassified/Other,Active,292755
1658,Shams Al Madinah hostel Co,شركة شمس المدينة المحدودة,Madina,10011512,Unclassified/Other,Active,291755
1659,atzan altasheelat Company Real Estate,شركة اتزان التسهيلات العقارية,Makkah,10011511,Unclassified/Other,Active,292897
1660,manazil asad alawqat Establishment,مؤسسة منازل اسعد الاوقات,Makkah,10011510,Unclassified/Other,Active,292338
1661,SALMAN MOHAMMED ALMEHMADI Hostel For,نزل سلمان بن محمد المحمادي للنزل السياحيه,Makkah,10011509,Unclassified/Other,Active,291486
1662,Abdulrahman Nasser  Alghafis Establishment For,مؤسسة عبدالرحمن ناصر بن علي الغفيص للمقاولات المعمارية العامة,Makkah,10011508,Unclassified/Other,Active,291515
1663,Company Rest Zone,شركة ريست زون,Makkah,10011507,1-Star,Active,292582
1664,ifah Company Ltd.,شركة إيفاه المحدودة,Makkah,10012768,Unclassified/Other,Active,300440
1665,Bright Daffodils Company,شركة برايت دافوديلز,Makkah,10012767,Unclassified/Other,Active,300416
1666,Mohammed Dakhil Allah Al-Arabi Tourist Lodges,مؤسسة محمد دخيل الله العرابي للنزل السياحية,Makkah,10012766,Unclassified/Other,Active,300558
1667,rawdat altawhid Hotel Hotel,فندق روضة التوحيد الفندقية,Makkah,10012765,Unclassified/Other,Active,300411
1668,Tarteebat Establishment For Real Estate,مؤسسة ترتيبات للعقارات,Makkah,10012764,Unclassified/Other,Active,300371
1669,Bawsalat alkiyan Establishment For Public Services,مؤسسة بوصلة الكيان للخدمات العامة,Makkah,10012763,Unclassified/Other,Active,300383
1670,wahat aliqama Apartments,شقق واحة الإقامة,Makkah,10012762,Unclassified/Other,Active,300480
1671,Tal Aljumayza Apartments For Furnished Apartments,شقق تال الجميزة للوحدات السكنية المفروشة,Makkah,10012761,Unclassified/Other,Active,300735
1672,Abdulhakim Ibrahim Abdullah Altuweijri,مؤسسة عبدالحكيم ابراهيم عبدالله التويجري للمقاولات,Makkah,10012760,Unclassified/Other,Active,300435
1673,MANSOUR FURAYJ ALOMAYRI Establishment Commercial,مؤسسة منصور بن فريج العميري التجارية,Makkah,10012759,Unclassified/Other,Active,300399
1674,Alkeram Aljadid Hotel,مؤسسة فندق الكرام الجديد,Madina,10010751,1-Star,Active,258715
1675,afaq al marsa,شركة آفاق المرسى للتشغيل والصيانة ,Madina,10010749,2-Star,Active,258695
1676,COMPANY DIAFA ELGAMMAL LTD,شركة ضيافة الجمال المحدودة,Makkah,10010748,1-Star,Active,269046
1677,Al Sanabel althahabyah Hotel for Hotel Services,فندق السنابل الذهبية للخدمات الفندقيه,Makkah,10009263,1-Star,Active,287975
1678,Hamdhan bin Sulaym Alluhaybi Alharbi charitable,وقف حمدان بن سليم اللهيبي الحربي,Makkah,10011162,1-Star,Active,290255
1679,Jayden Masar Company,شركة جايدن ماسار,Makkah,10011161,1-Star,Active,289976
1680,Alhijaz Almasi Company To operate hotels,شركة الحجاز الماسي لتشغيل الفنادق,Madina,10011160,Unclassified/Other,Active,289876
1681,Regency View Hotel,شركة ريجنسي فيو الفندقية,Madina,10011158,Unclassified/Other,Active,290375
1682,Group For operation and maintenance,مجموعة وليد محمد عزيزالرحمن عزيزالرحمن للتشغيل والصيانة,Makkah,10011871,Unclassified/Other,Active,293488
1683,Hanan Aida Jaber Almutarifi Company,شركة حنان عيضة جابر المطرفي,Makkah,10011870,Unclassified/Other,Active,294123
1684,Hibat company,شركة هبات للمقاولات العامة والصيانة والنظافة والتسويق,Makkah,10011911,Unclassified/Other,Active,293967
1685,skab alasil Company,شركة سكب الاصيل,Makkah,10011910,1-Star,Active,295076
1686,Aala alSaeed Company For Contracting,شركة اعالى الصعيد للمقاولات,Makkah,10011909,Unclassified/Other,Active,294356
1687,Istiqbaal Tawdi Company For transportation,شركة استقبال توديع للنقل,Makkah,10011908,Unclassified/Other,Active,299247
1688,rafahiya sitta Hotel For Tourist Accommodation,فندق رفاهية ستة للايواء السياحي,Makkah,10011907,Unclassified/Other,Active,294326
1689,ALI HAMOUD ALTURAIFI Hostel For tourist lodges,نزل علي حمود الطريفي للنزل السياحيه,Makkah,10011906,Unclassified/Other,Active,293884
1690,ABOLABAN,شركة جمال سامى ابولبن التجارية,Makkah,10011905,Unclassified/Other,Active,294875
1691,Diyafat Al-alam company,شركة ضيافات العالم للاستثمار,Makkah,10011904,Unclassified/Other,Active,293818
1692,kunuz alrahma Establishment Hotel,مؤسسة كنوز الرحمة الفندقية,Makkah,10011903,Unclassified/Other,Active,293820
1693,ADEL AMEEN HAFEZ Company Ltd.,شركة عادل بن امين حافظ المحدودة,Makkah,10011902,Unclassified/Other,Active,293827
1694,COMPANY UNIQUE STAR,شركة يونيك ستار,Makkah,10010661,1-Star,Active,289475
1695,Moro Global Company for Apartments and Hotels,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10010758,1-Star,Active,294320
1696,AlRisala Ajyad Foundation,مؤسسة الرسالة اجياد,Makkah,10010757,1-Star,Active,258975
1697,Karam Al Hejaz Hotel,فندق كرم الحجاز الفندقية,Madina,10002024,Unclassified/Other,Active,258795
1698,Sulaiman Bin Musa Bin Hamad Al Olayan Hotel,فندق سليمان بن موسى بن حمد العليان للضيافة السياحي,Makkah,10011091,1-Star,Active,289435
1699,Namaa Alasryah Hotel Company,شركة نماء العصرية للفنادق,Makkah,10011089,1-Star,Active,289336
1700,Matruk Misfar Alotaibi Altejariyah Establishment,مؤسسة متروك مسفر العتيبي التجاريه,Makkah,10011506,Unclassified/Other,Active,291962
1701,Rayhana alBayt Hotel Hotel,فندق ريحانة البيت الفندقية,Makkah,10011505,Unclassified/Other,Active,291556
1702,Raed Wan Hostel,نزل رائد وان,Madina,10011504,Unclassified/Other,Active,292855
1703,albayda almiamariya Establishment For Contracting,مؤسسة البيضاء المعمارية للمقاولات,Makkah,10011503,Unclassified/Other,Active,291935
1704,alamd alarabi Company Ltd. sharikat shakhs wahid,شركة الامد العربي المحدودة شركة شخص واحد,Makkah,10012758,Unclassified/Other,Active,300397
1705,Naba alIzz Establishment For General Contracting,مؤسسة نبع العز للمقاولات العامة,Makkah,10012756,Unclassified/Other,Active,300396
1706,Faisal Fahd Hamid Alomairi Establishment To operat,مؤسسة فيصل فهد حميد العميرى لتشغيل الفنادق,Makkah,10012755,Unclassified/Other,Active,300398
1707,almasat almashair Company To operate hotels,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10012754,Unclassified/Other,Active,300457
1708,almasat almashair Company To operate hotels,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10012753,Unclassified/Other,Active,300428
1709,Ruz Alaziziyah Establishment Commercial,مؤسسة روز العزيزية التجارية,Makkah,10012752,Unclassified/Other,Active,300402
1710,Asas AlAqar Company,شركة اسس العقار,Makkah,10012751,Unclassified/Other,Active,300455
1711,AlDiyafa AlAsriya Company Hotel,شركة الضيافة العصرية الفندقية,Makkah,10012750,Unclassified/Other,Active,300437
1712,arwiqat alsafwa Hotel,فندق أروقة الصفوة,Makkah,10012749,Unclassified/Other,Active,300407
1713,Manarat Jarwal Hotel,شركة منارات جرول الفندقية شركة شخص واحد,Makkah,10011074,1-Star,Active,299620
1714,Abdulrahman Nasser Ali Al-Ghufais General Contract,مؤسسة عبدالرحمن ناصر بن علي الغفيص للمقاولات المعمارية العامة,Makkah,10011266,Unclassified/Other,Active,290896
1715,ELAF AL RAYYAN HOTEL,فندق ايلاف الريان الفندقية شخص واحد,Makkah,10011264,1-Star,Active,290616
1716,Makin Hotel Company,شركة مكين الفندقية,Madina,10011263,1-Star,Active,290495
1717,AL ANSAR PLATINUM Hotel,فندق الانصار بلاتينوم,Madina,10011262,1-Star,Active,290435
1718,nozol alwad,نزل ديار الوعد للنزل السياحيه,Makkah,10011261,1-Star,Active,292375
1719,ADEL HUSSAIN ALQURASHI Hostel For tourist lodges,نزل عادل بن حسين القرشي للنزل السياحيه,Makkah,10011260,Unclassified/Other,Active,290897
1720,ajwa alhatim Company Hotel,شركة أجواء الحطيم الفندقية,Makkah,10011259,Unclassified/Other,Active,290697
1721,ABID EIDHA ALHARTHI Establishment,مؤسسة عابد عيضه الحارثي للخدمات العامة,Makkah,10011869,Unclassified/Other,Active,293825
1722,Bayt Salsabeel For Hotel Services Company,شركة بيت سلسبيل للخدمات الفندقيه,Madina,10011868,1-Star,Active,295015
1723,Moro Company Global lilshqq walfanadiq sharikat sh,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10011901,Unclassified/Other,Active,293882
1724,ajnihat almashair Company Ltd.,شركة اجنحة المشاعر المحدودة,Makkah,10011900,1-Star,Active,294040
1725,MUTEB AWWADHAH ALSULAMI Hostel For tourist lodges,نزل متعب عواضه السلمى للنزل السياحيه,Makkah,10011899,Unclassified/Other,Active,293941
1726,Al Ayam Ajyad Hotel Company for Tourism and Hospit,شركة فندق الأيام اجياد للضيافة السياحي,Makkah,10011898,1-Star,Active,296017
1727,Moro Company Global lilshqq walfanadiq sharikat sh,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10011897,Unclassified/Other,Active,293920
1728,rakaiz albunyan Establishment Real Estate,مؤسسة ركائز البنيان العقارية,Makkah,10011896,Unclassified/Other,Active,293787
1729,Moro Company Global lilshqq walfanadiq sharikat sh,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10011895,Unclassified/Other,Active,293939
1730,Albadia Zaman Restaurant For Meals,مطعم البادية زمان لتقديم الوجبات,Makkah,10011894,Unclassified/Other,Active,296095
1731,Mohammed bin Riyal bin Mohammed Sadhan Hotel Opera,مؤسسة محمد بن ريال بن محمد صادهان لتشغيل الفنادق,Makkah,10011893,Unclassified/Other,Active,293795
1732,Hazm almawani Establishment,مؤسسة حزم الموانئ,Makkah,10011892,Unclassified/Other,Active,293800
1733,qimam alsaqi Company Hotel,شركة قمم الساقي الفندقية,Makkah,10012991,1-Star,Active,301935
1734,MOHAMMAD SALEH ROZZA Company,شركة محمد بن صالح رزه,Makkah,10012320,Unclassified/Other,Active,299248
1735,alBuhayrat alDawliyah Establishment,مؤسسة البحيرات الدولية للمقاولات العامة,Makkah,10012319,Unclassified/Other,Active,297835
1736,MUTEB AWWADHAH ALSULAMI Hostel For tourist lodges,نزل متعب عواضه السلمى للنزل السياحيه,Makkah,10012318,Unclassified/Other,Active,298235
1737,nazilin al tijariya shakhs wahid Company,شركة نازلين التجارية شخص واحد,Makkah,10012317,Unclassified/Other,Active,297855
1738,dar al tayib kadi Hotel Hotel,فندق دار الطيب كدي الفندقية,Makkah,10012316,Unclassified/Other,Active,298095
1739,AHMAD ABDULFATTAH MOUSA Establishment,مؤسسة احمد عبدالفتاح موسى,Makkah,10012314,Unclassified/Other,Active,298415
1740,alRaqi Establishment For Architectural Contracting,مؤسسة الراقي للمقاولات المعمارية,Makkah,10012313,Unclassified/Other,Active,299336
1741,Matouq Mohammed Noor Ahmed Sindi Contracting Esta,مؤسسة معتوق محمدنور احمد سندى للمقاولات,Makkah,10012312,Unclassified/Other,Active,298315
1742,yaqub bayk alqawqandi charitable trust,وقف يعقوب بيك القوقندي,Makkah,10012311,Unclassified/Other,Active,299759
1743,SOLAIMAN SAFI SARRAJ Hostel For tourist lodges,نزل سليمان صافي سراج للنزل السياحيه,Makkah,10012310,Unclassified/Other,Active,298015
1744,Establishment AHMAD MOHAMED BEN MOHAMED ALWAHIDI C,مؤسسة أحمد محمد بن محمد الواحدي التجارية,Makkah,10012482,Unclassified/Other,Active,299498
1745,KHALAF GHAZI ALISMAIL Hostel For tourist lodges,نزل خلف غازي السماعيل للنزل السياحيه,Makkah,10012490,Unclassified/Other,Active,299457
1746,ABDULLAH ODAH ALMOHLBDI Hostel For tourist lodges,نزل عبدالله عوده المحلبدي للنزل السياحيه,Makkah,10012481,Unclassified/Other,Active,299622
