Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
ALNUZHA PLUS HOTEL,فندق النزهة بلس الفندقية,Makkah,10007662,1-Star,Active,289375
Mercure Hibatullah Hotel,فندق هبة الله ميركيور الفندقية,Makkah,10007675,3-Star,Active,218075
Al wissam hotel Apartmets,مؤسسة منازل الوسام الفندقية,Makkah,10007683,1-Star,Active,220980
Al Safwa Hotel Towers,فندق أبراج الصفوة الفندقية,Makkah,10007681,1-Star,Active,219787
Durrat Taiba Limited Company,شركة درة طيبة المحدودة شركة شخص واحد,Makkah,10007988,1-Star,Active,222095
Sama Al Maqam Hotel,فندق سما المقام الفندقية,Makkah,10008013,1-Star,Active,239275
burg safat,فندق برج صافات للخدمات الفندقيه,Makkah,10008012,1-Star,Active,239396
Owais United Hotel Services Company,شركة أويس المتحدة للخدمات الفندقيه,Makkah,10008007,1-Star,Active,241390
HOTEL RASHID AL FADHI HOTEL,فندق رشيد الفضي الفندقية,Makkah,10008004,1-Star,Active,239459
SAFWAT ALTALAAYIE HOTEL,شركة صفوة الطلائع للضيافة السياحي,Makkah,10008020,1-Star,Active,218171
Yousuf Abdul Majeed Ali Al Ahmadi Establishment,مؤسسة يوسف عبدالمجيد بن علي الاحمدي الفندقية,Makkah,10008025,1-Star,Active,220359
Kairouan MECHAAR Hotel,فندق قيروان المشاعر للخدمات الفندقية,Makkah,10008034,1-Star,Active,242855
alolayan alharam hotel,فندق العليان الحرم الفندقية,Makkah,10002405,1-Star,Active,219056
MANAR AL TAQWA HOTEL,فندق منار التقوى الفندقية,Makkah,10007679,1-Star,Active,221108
RAWABI MINA HOTEL,فندق روابي منى الفندقية,Makkah,10007676,1-Star,Active,253968
JOURY ALHADA HOTEL,شركة جوري الهدا للخدمات الفندقيه,Makkah,10007688,1-Star,Active,241413
Hotel NAJMA MECHAAR Hotel,فندق نجمة المشاعر الفندقية,Makkah,10007687,1-Star,Active,292589
WINNER INN COMPANY,شركة وينر إن,Makkah,10007694,1-Star,Active,207960
Sama AL Deafah Hotel,فندق سما الضيافه الفندقية,Makkah,10007693,1-Star,Active,231965
Sharia Hotel,فندق الشريعه الفندقية,Makkah,10007690,1-Star,Active,219278
DURRAT ALSAADA HOTEL,فندق درة السعادة للايواء السياحي,Makkah,10007696,1-Star,Active,290235
Alabraj Hafawa Hotel Company,شركة الابراج حفاوة الفندقية,Makkah,10007695,1-Star,Active,272455
Tara Sedqi Hotel,فندق تارا صدقي الفندقية,Makkah,10008037,1-Star,Active,100929
Company QUMA ATLAS THLATHA For Hotel Services,شركة القمة أطلس ثلاثة للخدمات الفندقيه,Makkah,10008045,1-Star,Active,244327
Snaf Inn Hotel,فندق سناف إن فرع شركة سناف السعوديه للإستثمار التجاري والتنميه المحدوده,Makkah,10008042,Unclassified/Other,Active,246970
Bait al-Hajeej Hotel,فندق بيت الحجيج,Makkah,10008055,1-Star,Active,271678
Rowaa Alaziza Hotel,فندق رواء العزيزية للضيافة السياحي,Makkah,10008054,1-Star,Active,218232
emaar altaqwa hotel,فندق اعمار التقوى الفندقيه,Makkah,10008063,1-Star,Active,239119
Concrete alsahab Company,شركة كون كريت السحاب للخدمات الفندقيه شخص واحد,Makkah,10007705,1-Star,Active,240030
FANDAK RAZON AL-MISK (One Partner),شركة فندق رزون المسك للضيافة السياحي,Makkah,10007704,1-Star,Active,218706
MAKARIM ALMASHAAIR HOTEL,فندق مكارم المشاعر الفندقية,Makkah,10007703,1-Star,Active,244497
Al Azhar AlNozh Hotel,فندق الازهر النزهة الفندقية,Makkah,10007702,1-Star,Active,218509
Amar Al-Sabaa Hotel,فندق امار السابعة الفندقية,Makkah,10007719,3-Star,Active,209205
Raed Mohammed Abdel Rahman Hotel Manager,فندق رشاد محمد عبدالرحمن نقيب الفندقية,Makkah,10008072,1-Star,Active,254103
Diouf ALtawhid Company,شركة ضيوف التوحيد المحدودة,Makkah,10008067,1-Star,Active,271460
Pearl Al Noor Hotel,فندق لؤلؤة النوير الفندقية,Makkah,10008083,1-Star,Active,219750
dar alhamd hotel,شركة العطلات الاقتصاديه لتنظيم الرحلات,Makkah,10008079,1-Star,Active,218569
AlAlaa Company Limited,شركة العلاء المحدودة,Makkah,10008090,1-Star,Active,292892
ZAZA HOTEL,فندق ظاظا الفندقية,Makkah,10008095,1-Star,Active,254920
AL DIWAN AJIAD  HOTEL,فندق الديوان اجياد للخدمات الفندقيه شخص واحد,Makkah,10008094,1-Star,Active,240186
Mahd Al-Risalah Hotel Company,شركة مهد الرسالة الفندقية,Makkah,10007716,1-Star,Active,230515
AL FANAR AL AZIZIA HOTEL,شركة الفنار العزيزية الفندقية,Makkah,10007713,1-Star,Active,292458
HOTEL NAJMAT ALABRAR,فندق نجمة الابرار الفندقية,Makkah,10007723,1-Star,Active,288855
Lima Silver Hotel,فندق ليمة الفضية الفندقية,Makkah,10007721,1-Star,Active,293579
Makkah Concorde Hotel,فندق مكة كونكورد الفندقية,Makkah,10007732,1-Star,Active,241148
Al Asalah Hotel Houses Corporation,مؤسسة منازل الأصاله الفندقية,Makkah,10007727,1-Star,Active,220648
al rifaa al omrani compani,شركة فيفيان للخدمات الفندقية,Makkah,10008109,1-Star,Active,219528
ALBURAQ ALMASSY HOTEL,فندق البراق الماسي الفندقية,Makkah,10007753,1-Star,Active,237490
Emaar Furom,فندق اعمار فورم الفندقية,Makkah,10007752,1-Star,Active,218140
Burj Alrayan Ethnan,فندق برج الريان أثنان الفندقية,Makkah,10007751,1-Star,Active,220570
Naseem alhadigah hotel,فندق نسيم الحديقة,Makkah,10007747,1-Star,Active,219173
Ajnadin Tourist Hospitality Hotel,فندق أجنادين للضيافة السياحي,Makkah,10007746,1-Star,Active,292345
Najamat Ajyad Hotel,فندق نجمة أجياد الفندقية,Makkah,10007745,1-Star,Active,258836
Gulf Sands Tourist Hostel Corporation,مؤسسة رمال الخليج للنزل السياحيه,Makkah,10007744,1-Star,Active,290475
Jiwar Al bait hotel,فندق جوار البيت الفندقية,Makkah,10007742,1-Star,Active,255563
Retaj Al Hayat Hospitality Tourist Hotel,فندق رتاج الحياة للضيافة السياحي,Makkah,10007741,1-Star,Active,254922
Tawfiq Blaza Hotel,فندق توفيق بلازا للضيافة السياحي,Makkah,10007757,1-Star,Active,209382
wardat tulen hotel,فندق وردة تولين الفندقية,Makkah,10007603,1-Star,Active,218296
Karmak Hotel,فندق كرمك الفندقية,Makkah,10007669,1-Star,Active,244298
Hieba Hejrah Hotel,فندق هبة الهجرة ستة الفندقية,Makkah,10007653,1-Star,Active,246531
BURJ RAWDAK HOTEL,فندق برج رودك الفندقية,Makkah,10007634,1-Star,Active,244519
rayhanat almakan Company,شركة ريحانة المكان,Makkah,10007771,1-Star,Active,259458
Company Saja Almasafi Hotel,شركة سجى المصافي للخدمات الفندقيه,Makkah,10007767,1-Star,Active,254935
HASSAD AL MASHAER HOTEL,فندق حصاد المشاعر الفندقية,Makkah,10007766,1-Star,Active,244326
Al Fajr Al Badi Arbaa Hotel Services Company,شركة الفجر البديع اربعة للخدمات الفندقيه,Makkah,10007765,1-Star,Active,7501
MASARAT AL SAMAH HOTEL,فندق مسارات السماح الفندقية,Makkah,10007763,1-Star,Active,239441
Address Ajyad Hotel company,شركة العنوان اجياد الفندقية شخص واحد,Makkah,10008129,1-Star,Active,225276
sari altalaayie hotel,شركة ساري الطلائع للضيافة السياحي,Makkah,10008121,1-Star,Active,219122
Al Rayyan Towers Makkah Hotel,فندق ابراج الريان المكية,Makkah,10008119,Unclassified/Other,Active,226180
Al Refa  Al Aziziah Hotel,فندق الرفاع العزيزية,Makkah,10008136,1-Star,Active,271936
QASR ALAZIZIZH HOTEL,فندق قصر العزيزية الفندقية,Makkah,10008149,1-Star,Active,230573
dar alsalah hotel,شركة العطلات الاقتصاديه لتنظيم الرحلات,Makkah,10008145,1-Star,Active,218010
Al-Wafada Al-Raqiyya Serviced Apartments,شقق الوفادة الراقية للشقق المخدومة,Makkah,10008142,2-Star,Active,218214
Musk Oasis Hotel,فندق واحة المسك,Makkah,10007784,1-Star,Active,242808
Snood Al Baraka Hotel,شركة سنود البركة للخدمات الفندقيه,Makkah,10007782,1-Star,Active,259456
MASARAT AL MASA HOTEL,فندق مسارات الماسة الفندقية,Makkah,10007781,1-Star,Active,239375
WARDAH NAAMAN For Hotel Services,فندق ورده نعمان للخدمات الفندقيه,Makkah,10007778,1-Star,Active,218290
Ashraqt Hotel,شركة اشرقت الفندقية,Makkah,10007793,1-Star,Active,239461
Company ZOHRA ALMADAIN Hotel,شركة زهرة المدائن الفندقية شركة شخص واحد,Makkah,10007791,1-Star,Active,239395
Romance Elite Hotel Company,شركة رومانس ايليت الفندقية,Makkah,10007790,1-Star,Active,252055
Saja Hotel Services Company,شركة سجى للخدمات الفندقيه,Makkah,10008164,3-Star,Active,199041
MEEZAB ALDYAFAH 3 HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10007789,1-Star,Active,289175
Shaza Al Musk Hotel,فندق شذا المسك الفندقية,Makkah,10007787,1-Star,Active,244499
Najmat Rahaf Hotel,فندق نجمة رهف الفندقية,Makkah,10007804,1-Star,Active,299787
Zad Al-Mashaer Hotel Operations Establishment,فندق السكرية للضيافة السياحي,Makkah,10007806,1-Star,Active,221135
Durrat Al Salah Hotel for Tourist Accommodation,فندق درة الصلاح للايواء السياحي,Makkah,10007803,1-Star,Active,234481
Dafla Hotel for Hospatality and Tourism,فندق دفلى للضيافة السياحي,Makkah,10007802,3-Star,Active,289695
abraj almisk hotel,شركة واحة المسك للخدمات الفندقية,Makkah,10007814,1-Star,Active,271517
Wardat Quraish Hostel,نزل وردة قريش للايواء السياحي,Makkah,10007769,Unclassified/Other,Active,220066
Nadwat Quraish Hostel,نزل ندوة قريش للايواء السياحي,Makkah,10007882,Unclassified/Other,Active,219925
SEDRAT ALMAHBAS HOTEL SERVICES CO,شركة سدرة المحبس للخدمات الفندقيه غير ربحية خاصة,Makkah,10007813,1-Star,Active,254108
Hotel RAWHA MOKAM For Hotel Services,فندق روحة المقام للخدمات الفندقيه,Makkah,10007811,3-Star,Active,218285
Burhan Al Huda Hotel,شركة برهان الهدى للايواء السياحي,Makkah,10007810,3-Star,Active,252044
Altamor Company,شركة التامور للخدمات الفندقيه شخص واحد,Makkah,10007809,1-Star,Active,258835
Sadan Alwataniyah Hotel,فندق سدن الوطنية,Makkah,10007825,1-Star,Active,243067
Mashaer Wings Limited Company,شركة اجنحة المشاعر المحدودة,Makkah,10007816,1-Star,Active,240123
Alaa Al Bait Hotel,فندق آلاء البيت للضيافة السياحي,Makkah,10007829,1-Star,Active,271437
Meezab ALDYAFAH 2 Hotel,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10007828,1-Star,Active,286604
Durrat AlYasser Hotel,فندق درة الياسر الفندقية,Makkah,10007836,1-Star,Active,239460
Mahd Al-Risalah Hotel Company,شركة مهد الرسالة الفندقية,Makkah,10007857,1-Star,Active,237751
alolayan golden hotel,فندق العليان الذهبي الفندقية,Makkah,10002406,3-Star,Active,219160
Almas ALmaghreb Hotel,فندق ألماس المغرب العربي للضيافة السياحي,Makkah,10007853,1-Star,Active,288295
shata alaziziah,شركة شتاء العزيزية للخدمات الفندقيه,Makkah,10007851,1-Star,Active,244321
DIAFAT ALTALAAYIE FOR SERVED APARTMENTS,شركة ضيافة الطلائع للشقق المخدومة,Makkah,10007849,2-Star,Active,218327
Snood Al Marwa Hotel,شركة سنود المروة للضيافة السياحي,Makkah,10007848,1-Star,Active,255155
Durrat Rose Hotel,فندق درة روز الفندقية,Makkah,10007847,1-Star,Active,218976
Razana Hotel Company (ALHAFAER,شركة رزانه الفندقية,Makkah,10007846,1-Star,Active,239202
Jawharat Al Bayan Hotel,شركة فندق جوهرة البيان الفندقية,Makkah,10007845,1-Star,Active,289855
Shumukh Almaqam Hotel,فندق شموخ المقام للضيافة السياحي,Makkah,10007843,1-Star,Active,228003
Diyar Al Khalidiya Hotel Services Company,شركة ديار الخالدية للخدمات الفندقيه,Makkah,10007838,Unclassified/Other,Active,218947
KONOOZ AJYAD HOTEL,شركة فندق كنوز أجياد,Makkah,10007881,1-Star,Active,218094
ZEWAR ALMASHAER RAFAH HOTEL,فندق زوار المشاعر رفاه للضيافة السياحي,Makkah,10007869,1-Star,Active,230820
BAKKAH ROYAL HOTEL,فندق بكة رويال الفندقية,Makkah,10007868,1-Star,Active,221023
HOTEL DYAFET ALMAQAM,شركة ضيافة المقام الفندقية,Makkah,10007867,1-Star,Active,289957
Makarem Mina Hotel,فندق مكارم منى,Makkah,10007860,2-Star,Active,217520
Manazel Al Ain Grand Hotel Company,شركة فندق منازل العين جراند,Makkah,10007890,1-Star,Active,298355
jawhart alsafa,فندق شركة جوهرة الصفا للخدمات الفندقية,Makkah,10007888,1-Star,Active,221015
Al khulafa Almasy Hotel,فندق الخلفاء الماسي الفندقية,Makkah,10007797,1-Star,Active,221957
nuzha square hotel,فندق ميدان النزهة الفندقية,Makkah,10008328,1-Star,Active,213848
Pearl Residences Hotel Operation Company,شركة مساكن اللؤلؤة لتشغيل الفنادق,Makkah,10008326,1-Star,Active,254775
ALAM TOWER HOTEL,فندق برج العالم الفندقية,Makkah,10007901,1-Star,Active,239207
Sama Al Bait Hotel,فندق سما البيت الفندقية,Makkah,10007895,1-Star,Active,223693
FARIS AJYAD HOTEL,فندق فارس أجياد للخدمات الفندقيه,Makkah,10007908,1-Star,Active,271435
Jewel of Diyar Al Matar Hotel,فندق جوهرة ديار المطر,Makkah,10007904,1-Star,Active,221980
alrisalat almasi alfunduqia,فندق الرسالة الماسي الفندقية,Makkah,10007923,1-Star,Active,232085
Amar Sixth Hotel,فندق امار السادسة الفندقية,Makkah,10007915,3-Star,Active,212983
Aalam AlSukoon Hotel Company,شركة عالم السكون الفندقية,Makkah,10007934,1-Star,Active,221915
Montana Hotel,فندق مونتانا هوتل الفندقية,Makkah,10007928,1-Star,Active,221875
al rifaa al omrani compani,فندق الرفاع ريع بخش,Makkah,10008318,1-Star,Active,219542
Ajwad alawali serviced apartments,شركة أجواد العوالي للشقق المخدومة,Makkah,10008279,2-Star,Active,259195
